id,Star,Bedrooms,Baths,neighbourhood_group,latitude,longitude,room_type,price,availability_365
3176,4.63,1,1,Pankow,52.53471,13.4181,Entire home/apt,83,123
9991,5.0,4,2,Pankow,52.53269,13.41805,Entire home/apt,180,137
14325,4.67,Studio,1,Pankow,52.54813,13.40366,Entire home/apt,70,288
16644,4.72,1,1,Friedrichshain-Kreuzberg,52.50312,13.43508,Entire home/apt,90,131
30295,4.79,2,1,Pankow,52.54596,13.42291,Entire home/apt,126,280
17904,4.77,Studio,1,Neukölln,52.49419,13.42166,Entire home/apt,25,10
20858,4.49,2,1,Pankow,52.53711,13.40888,Entire home/apt,179,134
34854,No_Stars,1,1,Charlottenburg-Wilm.,52.49546,13.30858,Entire home/apt,60,107
21869,4.74,1,1,Friedrichshain-Kreuzberg,52.5046,13.43374,Entire home/apt,70,77
37004,4.71,1,1,Tempelhof - Schöneberg,52.49376,13.36408,Private room,60,295
22438,4.70,2,1,Mitte,52.53408,13.38871,Entire home/apt,53,342
37554,4.38,4,2,Mitte,52.50906,13.39374,Entire home/apt,19,0
22677,4.80,2,1,Mitte,52.53355,13.40476,Entire home/apt,170,212
41217,4.71,1,1,Pankow,52.5378,13.41287,Private room,43,0
23834,4.37,1,1,Friedrichshain-Kreuzberg,52.49134,13.37975,Entire home/apt,65,42
42809,4.90,2,1,Friedrichshain-Kreuzberg,52.51099,13.45642,Entire home/apt,189,277
26543,4.65,2,2,Pankow,52.54419,13.41956,Entire home/apt,280,0
44083,4.41,1,1,Treptow - Köpenick,52.48938,13.44141,Entire home/apt,80,264
28156,4.66,Studio,1,Pankow,52.54804,13.40349,Entire home/apt,70,0
44423,4.83,1,1,Friedrichshain-Kreuzberg,52.50943,13.45458,Private room,56,0
29279,4.81,2,1,Pankow,52.54367,13.42431,Entire home/apt,100,282
47938,5.0,2,2,Pankow,52.53197,13.41994,Entire home/apt,169,0
212470,4.75,1,1,Friedrichshain-Kreuzberg,52.49757,13.38215,Private room,40,0
55853,4.79,1,1,Charlottenburg-Wilm.,52.50469,13.29409,Entire home/apt,60,258
57049,4.92,2,2,Pankow,52.54758,13.40632,Entire home/apt,280,171
214518,4.48,1,1,Charlottenburg-Wilm.,52.5189,13.3009,Private room,41,233
62613,4.66,1,1,Friedrichshain-Kreuzberg,52.49612,13.42306,Entire home/apt,100,30
64014,4.75,2,2,Mitte,52.54059,13.40301,Entire home/apt,179,15
220445,4.79,1,1,Charlottenburg-Wilm.,52.52545,13.29847,Entire home/apt,55,184
64245,4.96,1,1,Pankow,52.54994,13.406019,Private room,78,71
221015,4.81,2,1,Mitte,52.54223,13.35284,Entire home/apt,111,17
64590,4.98,2,1,Neukölln,52.49337,13.42555,Entire home/apt,140,10
222784,4.72,1,1,Mitte,52.52875,13.34062,Entire home/apt,54,210
68448,4.59,Studio,1,Pankow,52.55004,13.41518,Entire home/apt,129,342
69780,No_Stars,1,1,Pankow,52.5488,13.40425,Entire home/apt,106,356
229099,4.94,1,1,Treptow - Köpenick,52.40484,13.53339,Private room,47,53
229348,4.61,1,1,Mitte,52.52067184,13.34128094,Entire home/apt,94,300
72079,4.70,1,1,Charlottenburg-Wilm.,52.5078,13.31867,Entire home/apt,83,180
229363,4.51,1,1,Mitte,52.52147675,13.34249592,Entire home/apt,91,338
229776,4.91,1,1,Mitte,52.52861,13.40527,Private room,49,144
80843,4.95,Studio,1,Charlottenburg-Wilm.,52.48074,13.28903,Entire home/apt,101,0
230411,5.0,1,1,Friedrichshain-Kreuzberg,52.49802,13.4409,Private room,68,41
81049,4.95,2,1,Mitte,52.52142,13.38983,Entire home/apt,178,95
230611,5.0,4,2,Tempelhof - Schöneberg,52.39095,13.39185,Entire home/apt,99,121
81081,4.93,1,1,Pankow,52.55064,13.41466,Entire home/apt,70,65
83614,4.86,2,1,Pankow,52.54677,13.41894,Entire home/apt,261,307
85560,4.71,2,1,Mitte,52.53036,13.38137,Entire home/apt,95,288
231598,4.66,2,1,Tempelhof - Schöneberg,52.49132,13.35102,Entire home/apt,44,256
86090,4.89,2,1,Pankow,52.54715,13.42657,Entire home/apt,142,38
89102,4.80,1,1,Pankow,52.54048,13.41087,Entire home/apt,130,7
233083,4.95,1,1,Charlottenburg-Wilm.,52.50587,13.29551,Entire home/apt,105,286
233770,4.74,1,1,Marzahn - Hellersdorf,52.47798,13.60628,Entire home/apt,59,268
102882,4.70,5,2,Friedrichshain-Kreuzberg,52.48924,13.42371,Entire home/apt,521,0
237670,4.83,1,1,Neukölln,52.44127,13.46116,Entire home/apt,52,230
115576,4.97,1,1,Pankow,52.58178,13.3962,Entire home/apt,82,299
238396,4.82,1,1,Pankow,52.53218,13.41571,Entire home/apt,111,61
117649,4.72,1,1,Friedrichshain-Kreuzberg,52.49989,13.4448,Entire home/apt,68,137
127708,4.83,1,1,Mitte,52.52536,13.40488,Entire home/apt,123,291
135097,4.45,3,1,Tempelhof - Schöneberg,52.49944,13.34685,Entire home/apt,157,254
139769,4.77,1,1,Mitte,52.52784,13.39275,Entire home/apt,106,130
145249,4.68,2,1,Friedrichshain-Kreuzberg,52.51604,13.46059,Private room,87,7
242794,4.77,1,2,Friedrichshain-Kreuzberg,52.51367,13.45527,Entire home/apt,140,223
147339,4.92,1,1,Tempelhof - Schöneberg,52.48033,13.3609,Entire home/apt,100,323
151249,4.43,1,1,Friedrichshain-Kreuzberg,52.49681,13.41758,Entire home/apt,61,287
242908,No_Stars,1,1,Steglitz - Zehlendorf,52.41643,13.16445,Entire home/apt,125,270
242927,No_Stars,1,1,Steglitz - Zehlendorf,52.41618,13.16461,Entire home/apt,85,302
242978,4.62,Studio,1,Mitte,52.52826,13.33044,Entire home/apt,82,262
159454,4.88,2,1,Charlottenburg-Wilm.,52.47844,13.30973,Entire home/apt,200,0
162111,4.93,1,1,Neukölln,52.47705,13.44574,Private room,69,3
243057,4.75,1,1,Mitte,52.53094,13.33453,Entire home/apt,204,216
243063,4.64,2,1,Mitte,52.52779,13.39108,Entire home/apt,180,73
163287,4.81,1,1,Friedrichshain-Kreuzberg,52.49295,13.39657,Entire home/apt,59,219
163411,4.69,2,1,Friedrichshain-Kreuzberg,52.49919,13.43648,Entire home/apt,130,113
243081,4.72,2,1,Mitte,52.52983,13.39275,Entire home/apt,200,78
164475,4.58,1,1,Friedrichshain-Kreuzberg,52.50266,13.43547,Private room,55,103
243238,4.55,2,1,Treptow - Köpenick,52.44612,13.49829,Entire home/apt,85,316
245744,4.52,3,1,Mitte,52.52024,13.3907,Entire home/apt,246,244
168615,4.95,1,1,Pankow,52.58045,13.44398,Entire home/apt,54,316
173153,4.81,2,2,Mitte,52.52889,13.40726,Entire home/apt,80,227
174391,No_Stars,1,1,Mitte,52.52959,13.39763,Private room,42,0
174547,4.71,2,1,Mitte,52.51107,13.41645,Entire home/apt,103,0
174560,4.71,2,1,Mitte,52.51112,13.41596,Entire home/apt,78,0
174576,4.66,2,1,Mitte,52.51101,13.41584,Entire home/apt,103,0
245827,4.53,1,1,Mitte,52.50974,13.39971,Entire home/apt,171,175
174579,4.66,2,1,Mitte,52.50898,13.41535,Entire home/apt,78,0
250007,4.78,1,1,Tempelhof - Schöneberg,52.49512,13.35251,Entire home/apt,79,180
250253,4.47,2,2,Charlottenburg-Wilm.,52.51792,13.30729,Entire home/apt,128,45
176342,4.71,3,2,Friedrichshain-Kreuzberg,52.50254,13.39134,Entire home/apt,456,311
176355,4.53,2,2,Friedrichshain-Kreuzberg,52.50254,13.39134,Entire home/apt,319,312
250376,4.81,1,1,Friedrichshain-Kreuzberg,52.51247,13.45385,Private room,350,324
179102,4.82,3,1,Pankow,52.57051,13.39872,Entire home/apt,250,314
250687,4.84,1,1,Tempelhof - Schöneberg,52.48471,13.35982,Entire home/apt,85,0
250704,4.96,1,1,Tempelhof - Schöneberg,52.42191,13.37495,Entire home/apt,69,320
180440,4.82,1,1,Charlottenburg-Wilm.,52.499,13.30171,Entire home/apt,59,72
181160,4.91,1,1,Friedrichshain-Kreuzberg,52.4935,13.42134,Private room,66,55
182816,5.0,1,1,Pankow,52.54185,13.42415,Entire home/apt,78,118
250707,4.42,1,1,Charlottenburg-Wilm.,52.51792,13.30729,Entire home/apt,80,10
183988,4.69,1,1,Charlottenburg-Wilm.,52.50001,13.30349,Entire home/apt,131,308
250729,4.52,2,1,Tempelhof - Schöneberg,52.47013,13.34851,Entire home/apt,115,137
250753,4.60,2,1,Mitte,52.49953,13.36546,Entire home/apt,128,6
250871,4.47,Studio,1,Tempelhof - Schöneberg,52.48538,13.34681,Entire home/apt,78,70
251398,4.82,1,1,Spandau,52.51432,13.17765,Private room,50,17
186663,4.40,1,1,Steglitz - Zehlendorf,52.4343,13.23037,Entire home/apt,86,364
186851,4.65,1,1,Tempelhof - Schöneberg,52.49281,13.34951,Entire home/apt,45,137
188922,4.31,1,1,Pankow,52.53243,13.41645,Entire home/apt,45,0
251406,4.64,2,1,Mitte,52.53703,13.39735,Entire home/apt,130,186
189288,4.75,2,1,Pankow,52.53822,13.45771,Entire home/apt,120,262
251423,4.72,2,1,Mitte,52.53867,13.39712,Entire home/apt,125,186
251486,4.83,2,1,Mitte,52.53667,13.39505,Entire home/apt,125,171
251493,4.97,2,1,Mitte,52.53881,13.39654,Entire home/apt,120,181
252967,4.56,1,2,Friedrichshain-Kreuzberg,52.51182,13.47093,Private room,35,0
189596,4.87,1,0,Mitte,52.53008,13.39961,Entire home/apt,80,0
190448,4.69,Studio,1,Neukölln,52.43973,13.46044,Entire home/apt,65,282
252993,4.60,1,2,Friedrichshain-Kreuzberg,52.51182,13.47093,Private room,30,0
254788,4.36,2,1,Friedrichshain-Kreuzberg,52.49738,13.41322,Entire home/apt,60,267
255557,4.59,Studio,1,Friedrichshain-Kreuzberg,52.50786,13.46703,Entire home/apt,95,116
191023,4.73,2,1,Mitte,52.51398,13.40711,Private room,55,0
255722,4.61,2,1,Friedrichshain-Kreuzberg,52.49707,13.3849,Entire home/apt,80,201
255829,4.72,2,2,Tempelhof - Schöneberg,52.39203,13.41021,Entire home/apt,73,323
192050,4.77,2,1,Pankow,52.57243,13.42076,Entire home/apt,48,89
255912,4.41,1,1,Friedrichshain-Kreuzberg,52.50702,13.46821,Entire home/apt,122,21
192499,4.90,1,1,Friedrichshain-Kreuzberg,52.49187,13.42091,Private room,66,65
257317,4.60,2,1,Tempelhof - Schöneberg,52.46387,13.34225,Entire home/apt,75,14
193601,No_Stars,2,1,Pankow,52.55527,13.42104,Entire home/apt,75,0
257373,4.79,Studio,1,Pankow,52.53949,13.41615,Entire home/apt,82,63
194374,4.13,2,1,Lichtenberg,52.4766,13.50838,Entire home/apt,70,330
194465,4.90,1,1,Friedrichshain-Kreuzberg,52.52023,13.44703,Entire home/apt,85,76
195413,4.67,2,1,Steglitz - Zehlendorf,52.43399,13.23025,Entire home/apt,220,364
198239,4.60,1,1,Friedrichshain-Kreuzberg,52.50301,13.41506,Entire home/apt,89,0
264459,4.87,1,1,Pankow,52.53237,13.41548,Entire home/apt,119,27
265354,4.39,1,1,Friedrichshain-Kreuzberg,52.50977,13.44602,Private room,198,347
265389,3.42,1,0,Friedrichshain-Kreuzberg,52.50977,13.44602,Private room,65,231
198584,4.67,1,2,Charlottenburg-Wilm.,52.49713,13.32525,Private room,38,251
265394,4.25,1,0,Friedrichshain-Kreuzberg,52.50977,13.44602,Private room,162,354
265402,4.30,1,0,Friedrichshain-Kreuzberg,52.50977,13.44602,Shared room,18,325
265408,4.42,1,0,Friedrichshain-Kreuzberg,52.50977,13.44602,Shared room,20,338
266086,4.81,1,1,Treptow - Köpenick,52.44987,13.48777,Entire home/apt,105,337
200125,No_Stars,2,1,Steglitz - Zehlendorf,52.43704,13.22343,Entire home/apt,89,0
267764,4.92,1,1,Mitte,52.53646,13.39858,Entire home/apt,186,4
267951,4.96,1,1,Pankow,52.54424,13.42139,Entire home/apt,104,34
205296,4.33,3,1,Neukölln,52.41363,13.50172,Entire home/apt,100,358
268974,4.98,1,1,Neukölln,52.41975,13.48541,Entire home/apt,75,233
269455,No_Stars,1,1,Friedrichshain-Kreuzberg,52.49667,13.40044,Entire home/apt,65,0
206021,4.25,1,1,Charlottenburg-Wilm.,52.52349,13.2979,Private room,35,0
273011,4.81,2,1,Charlottenburg-Wilm.,52.49614,13.29501,Entire home/apt,130,316
207740,5.0,3,2,Friedrichshain-Kreuzberg,52.50035,13.43736,Entire home/apt,195,0
278415,4.70,3,1,Mitte,52.51952,13.3513,Entire home/apt,99,287
279344,4.82,1,1,Mitte,52.52898,13.40406,Entire home/apt,101,359
208495,No_Stars,1,1,Friedrichshain-Kreuzberg,52.51399,13.46324,Entire home/apt,150,0
291767,4.73,1,1,Neukölln,52.47704,13.42095,Entire home/apt,105,322
320279,4.82,1,1,Mitte,52.53164,13.40554,Entire home/apt,90,250
320305,4.64,1,1,Friedrichshain-Kreuzberg,52.5181,13.43261,Private room,38,0
292864,4.65,1,1,Pankow,52.53091,13.41711,Private room,68,327
321295,4.76,1,1,Tempelhof - Schöneberg,52.46353,13.34404,Entire home/apt,45,162
321308,4.81,1,1,Tempelhof - Schöneberg,52.46411,13.34383,Entire home/apt,60,230
321378,4.59,1,1,Mitte,52.53392,13.40503,Entire home/apt,155,280
301773,4.78,1,1,Pankow,52.53373,13.42435,Entire home/apt,64,73
322463,4.59,Studio,1,Pankow,52.54094,13.43602,Entire home/apt,142,340
322520,4.62,Studio,1,Pankow,52.5429,13.43628,Entire home/apt,146,333
302167,4.79,1,0,Pankow,52.53538,13.4296,Entire home/apt,66,257
303097,4.88,1,1,Pankow,52.52987,13.4268,Private room,65,325
303741,4.80,1,1,Mitte,52.52576,13.39042,Private room,56,281
304904,4.95,1,1,Pankow,52.55381,13.40553,Private room,32,70
323243,4.39,1,2,Neukölln,52.48348,13.42909,Private room,32,264
323255,4.35,1,2,Neukölln,52.48348,13.42909,Private room,56,332
323259,4.32,1,1,Neukölln,52.48348,13.42909,Private room,56,327
305987,4.90,1,1,Pankow,52.54579,13.40737,Entire home/apt,86,270
335273,4.75,1,1,Pankow,52.5376,13.41004,Entire home/apt,68,270
306312,4.84,2,1,Pankow,52.53961,13.41951,Entire home/apt,207,198
341910,4.48,1,1,Friedrichshain-Kreuzberg,52.49885,13.40021,Entire home/apt,85,318
344856,4.91,1,1,Friedrichshain-Kreuzberg,52.5135,13.45802,Entire home/apt,85,300
311703,4.87,3,2,Tempelhof - Schöneberg,52.49779,13.35518,Entire home/apt,274,274
344986,4.95,1,1,Pankow,52.53754,13.41968,Private room,85,2
589169,4.86,3,1,Pankow,52.53137,13.42697,Entire home/apt,238,3
589285,4.74,1,1,Neukölln,52.48623,13.44967,Entire home/apt,37,198
345373,4.0,1,1,Charlottenburg-Wilm.,52.51837,13.31841,Entire home/apt,50,200
590200,4.62,1,1,Neukölln,52.41335,13.47975,Entire home/apt,65,328
594032,4.53,3,1,Charlottenburg-Wilm.,52.49739,13.30231,Entire home/apt,200,317
352998,4.89,1,1,Charlottenburg-Wilm.,52.50623,13.30163,Private room,31,258
598407,4.78,1,2,Friedrichshain-Kreuzberg,52.49234,13.4139,Entire home/apt,118,97
598982,4.84,1,1,Friedrichshain-Kreuzberg,52.49615,13.43335,Entire home/apt,150,363
604068,5.0,2,1,Mitte,52.5461,13.35043,Entire home/apt,80,0
355227,No_Stars,1,1,Mitte,52.52332,13.35737,Entire home/apt,60,131
606926,4.70,3,1,Friedrichshain-Kreuzberg,52.52302,13.45452,Entire home/apt,80,14
355494,4.40,2,1,Pankow,52.57917,13.44359,Entire home/apt,60,156
362076,4.77,2,1,Mitte,52.52173,13.40483,Entire home/apt,120,168
362701,4.91,1,1,Friedrichshain-Kreuzberg,52.5028,13.4374,Entire home/apt,110,238
362874,5.0,1,1,Friedrichshain-Kreuzberg,52.49211,13.42255,Entire home/apt,78,0
615018,4.80,1,1,Mitte,52.51206,13.41754,Entire home/apt,83,85
619936,4.81,1,1,Friedrichshain-Kreuzberg,52.50091,13.4641,Private room,53,6
363454,4.87,1,1,Friedrichshain-Kreuzberg,52.49356461,13.41223621,Entire home/apt,97,24
620013,4.76,1,1,Charlottenburg-Wilm.,52.50081,13.30127,Entire home/apt,60,179
380281,4.77,1,1,Pankow,52.56029,13.4176,Private room,42,167
626620,4.68,1,1,Reinickendorf,52.57196,13.35589,Private room,33,0
387607,4.63,1,1,Friedrichshain-Kreuzberg,52.5088,13.4558,Entire home/apt,49,0
627152,4.54,1,1,Pankow,52.55726,13.43611,Entire home/apt,160,289
632038,5.0,1,1,Pankow,52.554,13.41204,Private room,75,0
393598,4.80,2,1,Neukölln,52.48184,13.44061,Entire home/apt,75,7
633372,4.69,1,1,Friedrichshain-Kreuzberg,52.49765119,13.42815736,Private room,38,0
395063,4.90,1,1,Friedrichshain-Kreuzberg,52.51586,13.46388,Private room,35,0
647944,5.0,1,1,Pankow,52.55167,13.40318,Entire home/apt,45,0
396771,No_Stars,1,2,Mitte,52.52570155,13.4007658,Entire home/apt,90,364
652366,4.61,1,1,Pankow,52.53103,13.41687,Private room,58,314
398011,4.67,1,1,Pankow,52.53645,13.44103,Entire home/apt,65,179
653677,4.74,1,1,Neukölln,52.49065728,13.43568732,Entire home/apt,160,0
399312,4.87,2,1,Neukölln,52.47837,13.42436,Entire home/apt,100,104
399386,4.84,1,1,Tempelhof - Schöneberg,52.48161,13.35973,Entire home/apt,135,212
667849,4.66,1,1,Tempelhof - Schöneberg,52.48512,13.3558,Entire home/apt,65,184
406774,4.65,1,1,Friedrichshain-Kreuzberg,52.50346,13.38851,Private room,102,44
408756,4.84,2,1,Pankow,52.53838,13.41093,Entire home/apt,119,233
667899,4.80,1,1,Neukölln,52.48254,13.43939,Private room,20,0
671958,4.77,1,1,Charlottenburg-Wilm.,52.48955,13.32265,Private room,65,126
410020,4.70,1,1,Neukölln,52.47374,13.44847,Private room,25,0
680999,4.82,1,1,Mitte,52.52941,13.39821,Entire home/apt,111,282
421236,4.75,1,1,Steglitz - Zehlendorf,52.43663,13.21023,Entire home/apt,54,152
425411,4.84,1,1,Mitte,52.52971,13.38907,Entire home/apt,86,117
425487,4.80,1,1,Mitte,52.52961,13.38904,Entire home/apt,103,137
681132,4.44,1,1,Mitte,52.53088,13.35107,Entire home/apt,55,211
439631,4.72,1,1,Pankow,52.53606,13.42828,Entire home/apt,70,178
681420,No_Stars,1,1,Pankow,52.59767,13.37674,Entire home/apt,45,0
682326,5.0,1,1,Friedrichshain-Kreuzberg,52.49198,13.40785,Private room,100,28
446975,4.90,1,1,Pankow,52.54116,13.41449,Entire home/apt,60,102
453070,No_Stars,2,1,Friedrichshain-Kreuzberg,52.48845,13.39543,Private room,110,0
682637,5.0,2,1,Friedrichshain-Kreuzberg,52.48875,13.3952,Entire home/apt,78,0
456902,4.91,1,1,Friedrichshain-Kreuzberg,52.49257,13.41091,Entire home/apt,99,184
685944,4.77,3,2,Mitte,52.50244,13.36344,Entire home/apt,145,159
464324,4.94,1,1,Friedrichshain-Kreuzberg,52.48946,13.37568,Private room,48,0
687582,4.62,1,1,Friedrichshain-Kreuzberg,52.49798,13.39973,Entire home/apt,78,89
473386,4.65,2,1,Charlottenburg-Wilm.,52.49861908,13.33725452,Entire home/apt,131,34
477515,4.74,2,1,Pankow,52.54297,13.42026,Entire home/apt,260,0
691469,4.82,2,1,Friedrichshain-Kreuzberg,52.49485,13.43586,Entire home/apt,200,0
693357,4.75,1,1,Friedrichshain-Kreuzberg,52.48749,13.41877,Entire home/apt,52,257
485726,4.67,Studio,1,Charlottenburg-Wilm.,52.49986,13.33631,Entire home/apt,150,24
694871,4.93,3,1,Friedrichshain-Kreuzberg,52.51442,13.45243,Entire home/apt,425,324
488161,4.78,1,1,Neukölln,52.47919,13.42538,Entire home/apt,91,308
696372,4.67,1,1,Lichtenberg,52.5618,13.49399,Private room,36,271
495240,4.79,1,1,Neukölln,52.48131,13.42314,Entire home/apt,80,358
698727,4.90,4,1,Steglitz - Zehlendorf,52.45308,13.35351,Entire home/apt,146,188
499342,4.75,Studio,1,Mitte,52.5360982,13.3782204,Entire home/apt,65,9
499353,4.83,1,1,Mitte,52.53608,13.37843,Entire home/apt,65,281
700806,4.89,1,1,Tempelhof - Schöneberg,52.49211,13.36937,Private room,64,122
502598,5.0,1,1,Mitte,52.53325,13.40217,Entire home/apt,101,0
701909,4.92,1,1,Friedrichshain-Kreuzberg,52.51279,13.44946,Entire home/apt,243,31
504259,4.91,4,2,Pankow,52.54407,13.42201,Entire home/apt,353,67
509787,4.44,Studio,1,Steglitz - Zehlendorf,52.43781,13.23219,Entire home/apt,74,77
703748,4.78,1,1,Neukölln,52.46996,13.43379,Entire home/apt,50,0
703900,4.80,1,1,Friedrichshain-Kreuzberg,52.48981,13.4216,Private room,55,329
511935,4.95,2,2,Tempelhof - Schöneberg,52.48916,13.35058,Entire home/apt,269,165
705910,4.75,1,1,Mitte,52.55061,13.38668,Private room,40,106
512476,4.62,1,0,Tempelhof - Schöneberg,52.4568,13.38698,Entire home/apt,70,90
706237,4.94,1,1,Pankow,52.55474,13.41318,Entire home/apt,114,105
517425,4.65,1,1,Pankow,52.53097,13.41577,Private room,74,309
715728,4.72,1,1,Mitte,52.52907,13.3966,Private room,99,0
519671,4.44,1,1,Pankow,52.54797,13.40576,Entire home/apt,49,76
722871,4.76,2,1,Pankow,52.55073,13.42311,Entire home/apt,83,0
523052,4.95,1,1,Treptow - Köpenick,52.43286,13.70843,Entire home/apt,96,303
726236,4.86,1,1,Neukölln,52.47024,13.445,Entire home/apt,55,77
530315,4.82,2,1,Mitte,52.51789,13.41801,Entire home/apt,120,207
728865,4.80,1,1,Pankow,52.54686,13.40964,Entire home/apt,100,305
532687,5.0,1,1,Neukölln,52.46897,13.44349,Private room,40,0
728981,4.93,1,1,Pankow,52.53724,13.41958,Entire home/apt,85,363
731285,4.83,1,1,Pankow,52.53533,13.41739,Private room,123,88
533155,4.70,1,1,Mitte,52.52434,13.32946,Entire home/apt,95,64
737374,4.56,1,1,Mitte,52.52812,13.34958,Entire home/apt,29,135
533523,4.87,1,1,Tempelhof - Schöneberg,52.48207,13.36099,Entire home/apt,75,275
739363,4.75,1,1,Neukölln,52.44787,13.4394,Entire home/apt,75,341
533864,4.89,Studio,1,Mitte,52.50553,13.42047,Entire home/apt,129,132
742211,4.84,1,1,Tempelhof - Schöneberg,52.49686,13.33922,Entire home/apt,157,18
541569,4.69,1,1,Pankow,52.5475,13.40002,Entire home/apt,89,177
743889,4.84,1,1,Friedrichshain-Kreuzberg,52.49932,13.42063,Entire home/apt,121,0
542674,4.84,1,1,Tempelhof - Schöneberg,52.49081,13.34785,Private room,50,24
744264,4.55,2,1,Friedrichshain-Kreuzberg,52.49068,13.40485,Entire home/apt,114,280
545037,5.0,1,1,Charlottenburg-Wilm.,52.50585,13.29594,Entire home/apt,70,32
749508,4.76,1,1,Friedrichshain-Kreuzberg,52.49299,13.39633,Entire home/apt,62,244
752358,4.23,1,1,Neukölln,52.47916,13.44134,Entire home/apt,36,123
559794,5.0,1,1,Neukölln,52.4789,13.42376,Entire home/apt,120,59
573171,4.73,1,1,Pankow,52.52848,13.41909,Private room,42,214
753152,4.88,1,1,Pankow,52.54653,13.40217,Entire home/apt,150,285
573259,4.81,1,1,Mitte,52.52358,13.34047,Private room,73,8
753525,4.75,1,1,Pankow,52.54851,13.40579,Entire home/apt,90,199
764511,4.71,2,1,Pankow,52.54462,13.42768,Entire home/apt,95,129
578612,4.94,2,1,Neukölln,52.46689,13.42325,Entire home/apt,59,0
578821,4.53,1,1,Tempelhof - Schöneberg,52.49847,13.34911,Entire home/apt,30,73
768466,4.76,Studio,1,Charlottenburg-Wilm.,52.51463,13.31208,Entire home/apt,106,137
580013,4.62,1,1,Tempelhof - Schöneberg,52.50143,13.34437,Entire home/apt,116,173
580667,4.67,1,1,Tempelhof - Schöneberg,52.45767,13.37887,Entire home/apt,90,66
583916,4.41,1,1,Neukölln,52.41305,13.47963,Entire home/apt,55,329
768616,4.92,1,1,Pankow,52.54296,13.42575,Entire home/apt,135,84
769334,4.71,2,1,Reinickendorf,52.57515,13.36888,Entire home/apt,29,363
584757,4.78,1,1,Pankow,52.55438,13.40816,Private room,20,365
772627,4.82,1,1,Neukölln,52.4763,13.4415,Entire home/apt,104,110
773066,4.73,1,1,Friedrichshain-Kreuzberg,52.49487,13.42879,Entire home/apt,67,28
588011,4.89,1,1,Neukölln,52.49305,13.42712,Entire home/apt,120,7
836938,4.89,1,3,Mitte,52.53631,13.40655,Entire home/apt,90,346
776069,No_Stars,1,1,Mitte,52.53466,13.35154,Entire home/apt,120,365
849431,4.58,2,1,Neukölln,52.485291,13.45049,Entire home/apt,69,0
851630,4.77,1,1,Friedrichshain-Kreuzberg,52.51455,13.45987,Entire home/apt,130,171
777993,4.20,2,1,Neukölln,52.44637,13.44797,Entire home/apt,216,309
856845,No_Stars,1,1,Friedrichshain-Kreuzberg,52.49705,13.43411,Entire home/apt,100,365
781039,4.34,1,1,Neukölln,52.47858,13.44105,Entire home/apt,38,93
857540,5.0,2,1,Friedrichshain-Kreuzberg,52.50459,13.45744,Entire home/apt,110,203
782924,4.57,1,1,Friedrichshain-Kreuzberg,52.50439,13.42558,Entire home/apt,75,316
863534,4.42,1,1,Mitte,52.50954,13.40504,Entire home/apt,118,172
865222,4.68,1,2,Lichtenberg,52.56078,13.49243,Private room,38,321
865908,4.38,1,1,Mitte,52.52601,13.40875,Entire home/apt,65,274
782997,4.63,1,1,Friedrichshain-Kreuzberg,52.50253,13.4258,Entire home/apt,75,76
789018,4.74,1,1,Pankow,52.54389,13.42163,Entire home/apt,90,4
866332,4.90,1,1,Pankow,52.58814,13.39598,Private room,39,62
793067,No_Stars,1,1,Neukölln,52.48076,13.42919,Entire home/apt,40,0
868206,4.80,1,1,Mitte,52.52242,13.33317,Private room,45,8
795924,No_Stars,1,1,Pankow,52.54266,13.41643,Entire home/apt,83,0
869793,4.84,1,1,Friedrichshain-Kreuzberg,52.50113,13.43176,Entire home/apt,90,225
812449,4.86,3,1,Mitte,52.53501,13.40262,Entire home/apt,139,13
871854,4.82,1,1,Mitte,52.52011,13.35889,Private room,46,179
816748,4.76,1,1,Neukölln,52.48529,13.45049,Entire home/apt,69,0
871902,No_Stars,1,1,Tempelhof - Schöneberg,52.48529,13.36605,Entire home/apt,74,0
817454,4.54,2,1,Pankow,52.54498,13.4156,Entire home/apt,121,0
871945,4.63,1,1,Charlottenburg-Wilm.,52.5086,13.32127,Entire home/apt,87,266
872925,4.93,1,1,Pankow,52.53384,13.43336,Private room,75,313
819740,4.82,2,1,Neukölln,52.47714,13.45189,Entire home/apt,129,333
878074,4.96,1,1,Pankow,52.53321,13.42556,Entire home/apt,217,245
822917,4.92,1,1,Mitte,52.52758,13.39234,Entire home/apt,80,74
829241,4.66,1,1,Pankow,52.53326,13.43433,Entire home/apt,79,221
880130,4.94,1,1,Tempelhof - Schöneberg,52.48851,13.34912,Private room,75,334
833589,4.78,2,1,Mitte,52.55229,13.35322,Entire home/apt,62,64
880250,4.63,1,1,Charlottenburg-Wilm.,52.50865,13.24357,Entire home/apt,32,228
1146439,4.90,1,1,Friedrichshain-Kreuzberg,52.50376,13.41032,Private room,54,295
883362,4.62,1,1,Mitte,52.54249,13.35262,Entire home/apt,55,199
1153584,4.86,1,1,Pankow,52.58711,13.40013,Private room,60,79
883847,4.87,1,1,Mitte,52.54837,13.36184,Entire home/apt,41,227
1157858,5.0,1,1,Charlottenburg-Wilm.,52.51636,13.29179,Entire home/apt,61,127
885925,4.83,1,1,Mitte,52.5474,13.37123,Entire home/apt,750,365
889901,4.85,2,1,Charlottenburg-Wilm.,52.51576,13.26434,Entire home/apt,46,162
